CUSTOMER_ID,EMAIL_ID,FIRST_NAME,LAST_NAME,OCCUPATION,AGE,AGE_CATEGORY,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER,MONDAY_ORDERS,TUESDAY_ORDERS,WEDNESDAY_ORDERS,THURSDAY_ORDERS,FRIDAY_ORDERS,SATURDAY_ORDERS,SUNDAY_ORDERS,MONDAY_REVENUE,TUESDAY_REVENUE,WEDNESDAY_REVENUE,THURSDAY_REVENUE,FRIDAY_REVENUE,SATURDAY_REVENUE,SUNDAY_REVENUE,WEEK1_DAY01_DAY07_ORDERS,WEEK2_DAY08_DAY15_ORDERS,WEEK3_DAY16_DAY23_ORDERS,WEEK4_DAY24_DAY31_ORDERS,WEEK1_DAY01_DAY07_REVENUE,WEEK2_DAY08_DAY15_REVENUE,WEEK3_DAY16_DAY23_REVENUE,WEEK4_DAY24_DAY31_REVENUE,TIME_0000_0600_ORDERS,TIME_0601_1200_ORDERS,TIME_1200_1800_ORDERS,TIME_1801_2359_ORDERS,TIME_0000_0600_REVENUE,TIME_0601_1200_REVENUE,TIME_1200_1800_REVENUE,TIME_1801_2359_REVENUE
4100,crystaldennis@example.net,Carol,Schmidt,Lawyer,36,30-39,18,2441.16,135.62,80.86,4.49,20-07-2020,02-08-2021,21,84,8,0,2,3,0,3,2,947.73,0,405.99,257.18,0,497.08,333.18,3,2,6,7,324.07,364.99,639.15,1112.95,1,11,5,1,140.99,1578.72,529.26,192.19
4104,cunninghamrichard@example.com,Joshua,Phillips,Blue-Collar,45,40-49,23,2438.96,106.04,76.86,3.34,21-11-2017,11-06-2021,56.43,136,2,2,3,1,11,2,2,115.98,427.49,280.07,120.99,1060.46,323.99,109.98,2,6,6,9,179.98,619.97,778.56,860.45,1,12,8,2,59.09,1395.42,615.96,368.49
4105,rogersrachel@example.com,Tiffany,Young,Doctor,22,20-29,19,2438.56,128.35,31.86,1.68,23-02-2014,18-06-2021,140.63,129,1,0,2,2,5,3,6,185.99,0,169.9,248,574.69,422.29,837.69,4,4,10,1,703.94,451.08,1198.04,85.5,1,7,5,6,185,1028.63,604.4,620.53
4106,dvargas@example.org,Zachary,Cooper,Student,19,19 & below,29,2438.28,84.08,65.78,2.27,04-10-2014,22-05-2021,83.52,156,4,2,3,4,4,6,6,618.94,123.5,455.95,193.99,214.94,415.99,414.97,4,11,9,5,366.98,1234.88,531.42,305,0,4,14,11,0,558.99,938.36,940.93
4112,kimberlyadams@example.net,Jim,Silva,Clerical,29,20-29,24,2434.87,101.45,97.82,4.08,20-05-2020,22-10-2021,21.67,3,1,5,4,3,6,4,1,76.99,462.41,540.96,197.88,543.43,499.21,113.99,8,6,7,3,538.6,834.4,729.4,332.47,4,4,5,11,362.18,412.67,641.05,1018.97
4113,csmith@example.org,Tommy,Chen,Doctor,37,30-39,12,2434.5,202.88,75.04,6.25,29-10-2020,28-08-2021,25.25,58,1,3,0,5,1,1,1,135.19,790.73,0,1220.31,73.49,33.19,181.59,0,5,0,7,0,908.95,0,1525.55,2,7,1,2,588.19,1016.98,180.99,648.34
4119,ustewart@example.com,Kelly,Lee,Professional,25,20-29,26,2432.01,93.54,66.86,2.57,12-10-2016,24-10-2021,70.69,1,4,8,3,2,3,0,6,223.98,633.16,388.97,233.98,256.18,0,695.74,6,3,6,11,558.98,400.98,557.76,914.29,1,7,11,7,161.99,512.18,1319.68,438.16
4124,rowecarol@example.net,Rebecca,Phillips,Doctor,40,40-49,55,2430.41,44.19,130.01,2.36,18-08-2017,16-08-2021,26.53,70,10,5,13,8,11,6,2,415.14,157.4,564.77,341.58,605.76,284.37,61.39,8,14,17,16,347.97,695.74,792.13,594.57,2,12,21,20,86.99,617.55,991.51,734.36
4126,jeffrey69@example.net,Jasmine,Wilson,Home Maker,24,20-29,21,2429.56,115.69,76.86,3.66,19-07-2020,31-05-2021,15.05,147,2,0,2,7,5,2,3,261.98,0,66.19,855.96,674.98,207.48,362.97,5,4,9,3,345.66,744.99,868.94,469.97,3,4,5,9,344.97,646.97,451.17,986.45
4130,fstephens@example.net,Bryan,Mccullough,Manager,22,20-29,15,2428.36,161.89,79.86,5.32,23-06-2020,21-10-2021,32.33,4,2,4,0,6,1,2,0,217.98,307.96,0,922.44,659,320.98,0,4,1,6,4,1039.97,69.99,630.44,687.96,2,0,5,8,152.98,0,627.95,1647.43
4136,vporter@example.com,Laurie,Pineda,Professional,28,20-29,38,2426.32,63.85,108.79,2.86,05-02-2017,23-10-2021,45.29,2,5,10,2,0,6,9,6,407.67,533.75,135.58,0,382.97,682.51,283.84,9,12,12,5,573.66,812.62,712.67,327.37,2,16,11,9,111.99,741.45,884.03,688.85
4138,gilbertklein@example.org,Joseph,Fletcher,Student,19,19 & below,16,2423.79,151.49,70.89,4.43,12-05-2018,15-07-2021,72.5,102,0,0,1,4,2,7,2,0,0,190.99,483.59,416.99,1136.94,195.28,3,7,4,2,754.98,965.56,419.27,283.98,4,5,7,0,483.59,744.25,1195.95,0
4142,thomastaylor@example.org,Adrienne,Coleman,Home Maker,24,20-29,25,2422.5,96.9,79.85,3.19,06-02-2020,22-10-2021,24.96,3,3,2,5,4,3,7,1,132.99,164.19,266.78,545.47,370.13,813.95,128.99,8,5,5,7,910.65,411.97,527.37,572.51,0,4,9,12,0,550.12,652.35,1220.03
4148,anthony57@example.net,Jeffrey,Martin,Clerical,40,40-49,24,2417.04,100.71,101.79,4.24,27-12-2019,19-08-2021,25.04,67,1,5,5,5,5,0,3,93.99,598.26,462.94,457.1,564.37,0,240.38,3,5,6,10,224.05,549.96,435.54,1207.49,2,10,8,4,172.73,1038.82,763.24,442.25
4151,kathryn96@example.org,Bryan,Petersen,Professional,26,20-29,20,2416.13,120.81,36.93,1.85,05-06-2021,24-10-2021,7.05,1,1,7,4,0,2,2,4,154.99,802.98,468,0,220.99,229.99,539.18,5,6,5,4,513.08,776.97,622.99,503.09,1,1,10,8,154.99,249.99,1192.08,819.07
4162,denisegallagher@example.net,Lori,Cook,Clerical,23,20-29,21,2412.25,114.87,85.75,4.08,02-08-2014,23-10-2021,125.67,2,3,6,3,1,1,6,1,275.93,620.94,303.97,127.99,145.49,840.94,96.99,5,4,8,4,389.96,437.96,1214.41,369.92,1,7,9,4,125.99,719.4,1124.9,441.96
4165,joshua03@example.com,Lauren,Mooney,Professional,52,50 and above,19,2411.52,126.92,103.82,5.46,14-04-2018,09-07-2021,62.21,108,3,3,2,5,1,2,3,382.97,360.97,414.98,629.95,49.09,297.58,275.98,4,5,9,1,583.96,592.05,1133.52,101.99,0,3,6,10,0,236.58,859.94,1315
4166,webbmichael@example.com,Todd,Weber,Blue-Collar,25,20-29,17,2410.96,141.82,82.86,4.87,11-06-2020,01-10-2021,28.06,24,1,1,5,4,4,2,0,134.99,149.99,799.95,412.56,692.49,220.98,0,6,3,5,3,943.45,286.57,721.95,458.99,2,7,3,5,292.48,846.04,476.98,795.46
4173,andrewsimpson@example.com,Vanessa,Clayton,Clerical,36,30-39,21,2407.14,114.63,81.84,3.9,23-11-2017,22-09-2021,66.62,33,3,3,3,6,5,1,0,420.98,160.98,599.98,433.25,687.96,103.99,0,4,3,6,8,199.97,513.98,708.76,984.43,0,2,7,12,0,185.48,596.24,1625.42
4174,guzmanpeter@example.com,Shawn,Gallagher,Student,17,19 & below,11,2407.02,218.82,40.92,3.72,30-11-2014,09-07-2021,219.36,108,2,1,1,0,2,2,3,136.19,624.99,301,0,329.48,549.18,466.18,3,4,0,4,241.18,1398.66,0,767.18,0,3,7,1,0,434.47,1821.35,151.2
4178,nicholaswagner@example.com,Andrew,Baker,Student,22,20-29,19,2405.84,126.62,91.84,4.83,26-03-2018,26-05-2021,60.89,152,1,0,2,4,0,6,6,90.99,0,229.38,616.16,0,401.97,1067.34,3,2,7,7,594.37,247.38,712.36,851.73,0,1,8,10,0,65.39,1439.72,900.73
4179,ryanatkins@example.com,Kristie,Johnson,Doctor,51,50 and above,19,2405.76,126.62,73.86,3.89,11-01-2020,01-05-2021,25.05,177,2,3,1,4,4,5,0,268.99,340.47,108.99,446.17,641.98,599.16,0,5,5,5,4,430.15,909.97,524.17,541.47,0,3,7,9,0,439.48,899.15,1067.13
4181,brandonturner@example.org,Michael,Mueller,Blue-Collar,29,20-29,27,2405.23,89.08,150.73,5.58,15-03-2019,15-10-2021,35,10,2,4,7,0,6,5,3,215.98,419.46,543.93,0,528.94,453.95,242.97,3,6,10,8,320.97,566.94,850.4,666.92,5,7,2,13,548.95,691.43,139.98,1024.87
4183,lewisteresa@example.net,Adam,Gregory,Professional,26,20-29,13,2402.91,184.84,52.91,4.07,08-01-2021,24-10-2021,22.23,1,1,0,0,1,6,1,4,80,0,0,236.99,1243.96,265,576.96,3,7,0,3,643.97,1368.97,0,389.97,2,4,5,2,339.99,890.97,804.97,366.98
4184,wyattdonald@example.org,Richard,Christian,Lawyer,28,20-29,25,2402.37,96.09,95.82,3.83,06-06-2020,23-10-2021,20.16,2,6,3,0,3,6,6,1,470.97,258.58,0,127.17,699.71,708.95,136.99,9,2,4,10,838.94,125.18,399.14,1039.11,0,14,3,8,0,1213.52,202.97,985.88
4188,calvin94@example.com,Michael,Estes,Professional,21,20-29,24,2399.03,99.96,125.78,5.24,31-10-2017,06-10-2021,59.83,19,4,2,7,5,6,0,0,466.97,135.98,828.68,419.96,547.44,0,0,12,6,0,6,1293.14,547.95,0,557.94,2,8,9,5,222.73,757.43,848.92,569.95
4189,kellidelgado@example.org,Jason,Frost,Blue-Collar,35,30-39,24,2398.77,99.95,91.82,3.83,25-04-2019,11-09-2021,36.25,44,7,2,2,3,4,4,2,601.96,321.48,139.99,221.23,423.16,394.27,296.68,6,5,8,5,481.45,555.86,784.5,576.96,0,4,11,9,0,432.01,781.44,1185.32
4192,wrightdebra@example.com,Trevor,Rivas,Blue-Collar,52,50 and above,25,2397.42,95.9,94.82,3.79,05-09-2016,12-05-2021,68.4,166,2,4,6,4,5,0,4,207.99,445.48,514.97,340.07,582.95,0,305.96,7,5,4,9,745.97,355.98,481.96,813.51,4,7,11,3,546.97,461.05,1067.42,321.98
4204,wilsonkenneth@example.org,Nicholas,Ward,Clerical,32,30-39,31,2391.6,77.15,99.8,3.22,20-05-2020,19-10-2021,16.68,6,4,5,6,2,4,4,6,239.97,445.48,350.17,161.09,254.97,233.98,705.94,6,9,7,9,346.14,936.95,543.56,564.95,4,4,13,10,237.98,386.48,840.02,927.12
4205,kevin05@example.com,Justin,Olson,Blue-Collar,22,20-29,18,2390.84,132.82,88.84,4.94,03-04-2019,24-10-2021,51.94,1,2,3,4,2,4,2,1,280.98,327.97,325.96,420.98,608.97,360.99,64.99,7,5,3,3,1052.95,781.95,204.97,350.97,0,2,5,11,0,207.98,494.95,1687.91
4208,tannertaylor@example.net,John,Alvarez,Manager,32,30-39,25,2389.61,95.58,94.81,3.79,26-12-2017,10-10-2021,55.36,15,1,7,2,2,4,3,6,109.99,658.15,199.58,184.99,469.98,333.98,432.94,3,8,3,11,479.99,643.93,408.99,856.7,3,2,8,12,356.99,173.99,702.12,1156.51
4209,bmyers@example.net,Raymond,Robertson,Doctor,17,19 & below,29,2389.13,82.38,115.78,3.99,20-12-2017,25-09-2021,47.41,30,4,3,3,2,3,10,4,447.96,317.93,243.97,157.98,262.07,736.24,222.98,6,11,3,9,568.94,983.96,222.98,613.25,3,8,9,9,215.07,440.94,928.2,804.92
4213,baxterdeanna@example.net,Bradley,Adams,Blue-Collar,44,40-49,20,2388.15,119.41,79.85,3.99,29-10-2020,11-05-2021,9.7,167,5,2,8,2,3,0,0,570.27,442.98,928.55,175.18,271.17,0,0,4,12,0,4,547.17,1431.81,0,409.17,7,9,2,2,856.16,881.33,442.98,207.68
4215,eric25@example.net,Mark,Doyle,Professional,19,19 & below,16,2387.1,149.19,71.9,4.49,23-05-2014,23-10-2021,169.38,2,2,1,4,2,2,3,2,145.98,133.99,530.98,337.98,462.19,315.99,459.99,0,2,3,11,0,243.99,434.18,1708.93,0,2,5,9,0,108.98,744.97,1533.15
4216,kellycooper@example.org,Karen,Waters,Professional,41,40-49,25,2387.04,95.48,86.84,3.47,07-02-2020,23-08-2021,22.52,63,3,1,3,1,4,1,12,234.77,115.89,282.97,202.3,607.67,109.99,833.45,2,2,5,16,201.58,316.49,444.86,1424.11,2,4,3,16,253.48,533.87,203.87,1395.82
4217,gparker@example.net,Joel,Schneider,Lawyer,25,20-29,24,2386.87,99.45,72.87,3.04,08-09-2020,24-10-2021,17.13,1,2,2,1,1,1,9,8,318.19,193.99,49.09,131.09,60.89,769.85,863.77,4,7,3,10,183.68,589.76,446.89,1166.54,9,6,2,7,783.14,925.17,242.99,435.57
4218,april57@example.com,Mary,Sawyer,Student,20,20-29,27,2386.61,88.39,100.81,3.73,16-12-2015,03-09-2021,77.33,52,0,0,4,2,8,6,7,0,0,304.16,194.98,875.15,578.16,434.16,7,6,7,7,617.96,582.04,727.54,459.07,6,17,4,0,592.27,1517.08,277.26,0
4224,pamela28@example.net,Madison,Mayo,Doctor,50,50 and above,15,2383.72,158.91,80.87,5.39,26-10-2018,02-07-2021,65.33,115,1,4,0,2,4,2,2,112.99,441.87,0,409.49,682.46,442.18,294.73,6,3,1,5,867.45,405.82,57.14,1053.31,0,4,10,1,0,754.31,1593.41,36
4226,nathanbenitez@example.com,Brandon,Pena,Professional,34,30-39,27,2382.69,88.25,124.49,4.61,19-12-2016,03-09-2021,63.67,52,2,4,5,4,7,1,4,119.59,389.66,420.95,394.97,495.56,180.99,380.97,7,10,6,4,654.15,951.62,465.95,310.97,2,7,9,9,215.98,769.16,721.13,676.42
4227,david40@example.net,Jeffrey,Brooks,Lawyer,23,20-29,28,2382.62,85.09,111.82,3.99,03-11-2020,12-10-2021,12.25,13,3,4,7,3,4,2,5,216.57,595.97,443.05,223.99,303.99,179.09,419.96,7,8,4,9,652.05,805.04,259.47,666.06,1,10,16,1,74.99,764.63,1324,219
4229,ashley05@example.net,Michael,Miller,Home Maker,24,20-29,25,2380.5,95.22,109.8,4.39,03-05-2020,16-10-2021,21.24,9,6,3,2,2,2,6,4,565.44,424.99,153.99,138.99,175.08,571.54,350.47,5,6,11,3,453.05,528.45,831.52,567.48,2,7,14,2,157.98,680.03,1318.51,223.98
4234,preed@example.net,Jeremy,Miller,Doctor,44,40-49,18,2378.43,132.14,96.83,5.38,12-08-2018,05-07-2021,58.78,112,4,3,2,3,4,1,1,457.96,246.97,270.98,345.97,798.57,115.99,141.99,4,2,4,8,463.96,210.98,782.57,920.92,0,2,10,6,0,227.58,1386.91,763.94
4235,lhoward@example.com,Linda,Hood,Clerical,23,20-29,19,2378.04,125.16,83.84,4.41,24-06-2018,11-10-2021,63.42,14,3,3,0,3,2,4,4,302.97,281,0,351.07,269.98,473.96,699.06,5,2,8,4,433.98,147.98,1047.12,748.96,1,4,2,12,248.99,654.96,261.18,1212.91
4245,sandravillarreal@example.net,Jessica,Hill,Student,20,20-29,22,2373.47,107.89,73.87,3.36,04-01-2017,13-10-2021,79.23,12,4,4,3,2,5,3,1,594.56,307.07,220.89,312.49,459.71,435.5,43.25,3,6,6,7,213,419.1,938.9,802.47,0,8,7,7,0,807.81,790.33,775.33
4247,zrobinson@example.com,Benjamin,Gardner,Doctor,49,40-49,18,2372.62,131.81,125.82,6.99,09-11-2018,29-05-2021,51.78,149,3,5,0,2,2,3,3,415.97,595.65,0,237.98,323.98,356.07,442.97,3,3,6,6,297.47,356.47,747.64,971.04,2,6,6,4,242.58,1124.64,562.94,442.46
4253,fernandezjohn@example.org,Justin,Smith,Student,24,20-29,20,2370.96,118.55,80.86,4.04,25-07-2019,18-09-2021,39.3,37,1,6,2,5,1,2,3,95,616.96,364.98,542.97,86.09,264.99,399.97,3,8,2,7,380.98,1011.05,164.98,813.95,0,9,5,6,0,1064.95,691.95,614.06
4254,juliejackson@example.net,Dylan,Henry,Home Maker,46,40-49,23,2370.58,103.07,83.63,3.64,02-10-2014,14-07-2021,107.7,103,1,3,4,5,2,6,2,151.99,217.28,577.47,420.89,189.9,424.11,388.94,4,14,2,3,331.28,1370.34,102.99,565.97,5,6,7,5,541.97,763.91,745.17,319.53
4262,alexaquinn@example.net,Linda,Jefferson,Blue-Collar,38,30-39,19,2366.8,124.57,80.3,4.23,07-09-2014,30-07-2021,132.53,87,1,1,2,5,4,3,3,63.99,55.99,243.98,442.41,349.48,664.97,545.98,4,7,1,7,901.97,693.39,182.99,588.45,6,6,4,3,624.44,1190.96,346.43,204.97
4267,idaugherty@example.org,Victoria,Taylor,Lawyer,26,20-29,20,2364.63,118.23,91.83,4.59,08-04-2019,15-10-2021,46.05,10,1,1,1,4,6,4,3,64.99,129.99,101.99,523.97,763.94,452.77,326.98,5,7,6,2,835.95,698.94,505.76,323.98,1,3,8,8,154.99,272.97,1114.94,821.73
4269,rhondabass@example.com,Lisa,Horne,Blue-Collar,30,30-39,19,2364.05,124.42,85.85,4.52,19-04-2020,18-10-2021,28.79,7,3,1,4,5,3,0,3,1101.47,100.99,253.98,394.46,226.17,0,286.98,2,7,5,5,124.99,551.44,1371.45,316.17,0,1,8,10,0,46.99,703.94,1613.12
4271,slopez@example.com,Reginald,Underwood,Clerical,20,20-29,23,2361.4,102.67,75.85,3.3,24-07-2017,07-10-2021,66.78,18,4,5,5,4,0,4,1,375.08,327.78,724.36,349.82,0,444.17,140.19,10,6,2,5,859.6,618.15,264.99,618.66,4,6,6,7,318.69,587.11,698.36,757.24
4272,nicolesmith@example.com,Mary,Romero,Student,19,19 & below,35,2361.14,67.46,166.69,4.76,30-07-2019,19-10-2021,23.2,6,3,7,5,8,4,3,5,154.22,341.34,282.7,461.35,589.86,115.97,415.7,3,8,7,17,324.72,602.07,451.84,982.51,5,3,20,7,399.7,117.72,1318.04,525.68
4281,smithchristy@example.com,Mary,Pearson,Home Maker,28,20-29,23,2358.01,102.52,96.81,4.21,19-03-2020,01-10-2021,24.39,24,3,7,2,2,7,2,0,162.97,1115.34,125.18,156.08,418.45,379.99,0,9,2,6,6,1019.44,133.98,649.05,555.54,1,4,7,11,52.99,361.56,1012.35,931.11
4283,silvajohn@example.net,Matthew,Prince,Professional,22,20-29,44,2357.57,53.58,150.42,3.42,22-10-2019,11-10-2021,16.36,14,4,10,9,3,10,6,2,189.47,574.03,411.74,131.23,563.65,414.87,72.58,8,11,13,12,414.15,597.73,699.71,645.98,2,24,12,6,88.99,1365.82,634.89,267.87
4287,garzajennifer@example.org,Michele,Richmond,Student,18,19 & below,13,2354.89,181.15,76.89,5.91,19-05-2019,25-05-2021,56.69,153,1,3,1,4,0,1,3,175.99,566.98,236.99,446.97,0,199.99,727.97,1,1,7,4,196.99,175.99,1538.94,442.97,0,10,1,2,0,1542.92,236.99,574.98
4289,jcoleman@example.net,Savannah,Cole,Professional,39,30-39,18,2354.04,130.78,85.84,4.77,11-10-2019,11-08-2021,37.22,75,1,4,4,1,4,0,4,144.99,450.96,589.17,176.99,527.76,0,464.17,6,7,5,0,852.14,762.74,739.16,0,2,5,7,4,224.19,566.76,950.13,612.96
4292,harrisstacey@example.com,William,Browning,Blue-Collar,23,20-29,19,2352.9,123.84,82.85,4.36,21-11-2018,04-10-2021,55.16,21,3,2,2,3,4,2,3,811.49,166.43,378.49,299.47,271.96,169.08,255.98,7,3,5,4,788.45,340.07,620.46,603.92,2,5,8,4,356.49,773.96,677.53,544.92
4296,philipsmith@example.net,Miguel,Zimmerman,Home Maker,28,20-29,33,2350.47,71.23,121.77,3.69,25-08-2018,01-10-2021,34.33,24,6,9,1,4,9,4,0,180.77,783.17,94.99,233.47,855.1,202.97,0,10,3,12,8,1125.68,252.47,594.39,377.93,2,9,10,12,222.23,375.58,416.75,1335.91
4299,robertsheather@example.com,Amy,Moore,Lawyer,43,40-49,17,2349.48,138.2,71.88,4.23,31-03-2018,26-05-2021,67.76,152,3,2,3,2,3,3,1,290,172.98,252.98,500.99,581.97,387.57,162.99,4,8,2,3,577.56,1292.96,238.98,239.98,4,6,3,4,599.96,1140.55,231.98,376.99
4303,xmcintyre@example.net,Jose,Vaughn,Clerical,52,50 and above,14,2346.88,167.63,59.88,4.28,30-08-2016,01-04-2021,119.64,207,2,3,3,2,2,1,1,954.99,339.97,276.98,284.98,264.98,69.99,154.99,9,2,0,3,1784.92,224.98,0,336.98,0,1,6,7,0,124.99,664.94,1556.95
4307,johnsonclifford@example.com,Shannon,Decker,Blue-Collar,27,20-29,29,2345.13,80.87,98.83,3.41,01-02-2016,23-10-2021,72.1,2,6,2,1,1,7,9,3,636.97,110.98,50.79,65.99,753.36,439.67,287.37,9,3,13,4,809.99,163.19,896.17,475.78,2,4,16,7,142.49,384.58,1166.49,651.57
4308,sdean@example.org,Allison,Serrano,Professional,26,20-29,21,2343.98,111.62,91.83,4.37,29-04-2017,16-10-2021,77.67,9,2,4,2,3,1,7,2,217.98,559.86,314.98,284.97,70.99,644.22,250.98,2,4,9,6,355.98,260.96,1293.57,433.47,5,3,5,8,576.21,443.47,519.98,804.32
4311,websteroscar@example.org,Tanya,Lewis,Student,19,19 & below,19,2341.17,123.22,73.87,3.89,14-11-2018,31-07-2021,52.11,86,3,5,1,3,4,3,0,247.08,400.97,160.99,279.08,977.07,275.98,0,4,3,5,7,940.17,304.98,477.08,618.94,1,4,8,6,105.99,351.97,1349.15,534.06
4313,timothymartin@example.com,Alexander,Bailey,Blue-Collar,24,20-29,20,2340.82,117.04,89.82,4.49,09-11-2017,09-07-2021,66.9,108,4,2,2,2,4,3,3,454.97,219.98,166.98,406.99,540.96,299.97,250.97,5,7,6,2,567.95,969.94,581.94,220.99,0,3,8,9,0,236.97,858.92,1244.93
4317,carolyncaldwell@example.com,Cassie,White,Doctor,22,20-29,26,2338.81,89.95,96.81,3.72,13-06-2018,31-05-2021,41.65,147,4,9,4,2,2,1,4,305.98,852.13,372.17,177.98,205.18,100,325.37,5,2,7,12,539.16,211.18,712.15,876.32,0,2,17,7,0,112.19,1436.28,790.34
4318,tsmith@example.com,Lisa,Booth,Professional,35,30-39,23,2338.69,101.68,80.84,3.51,17-09-2020,17-09-2021,15.87,38,0,1,4,1,11,5,1,0,74.99,538.16,290.99,884.6,510.95,39,4,1,11,7,389.96,139.99,1376.77,431.97,0,4,5,14,0,337.97,455.96,1544.76
4323,parkerandrea@example.com,Barbara,Olsen,Clerical,19,19 & below,25,2335.18,93.41,21.98,0.88,14-04-2017,01-04-2021,57.92,207,0,2,1,11,7,3,1,0,174.1,250,840.18,580.2,440.2,50.5,14,5,2,4,978.69,301,603.9,451.59,3,6,11,5,353.2,798.09,555.09,628.8
4327,mahoneyrita@example.net,Andrew,Hodge,Home Maker,27,20-29,31,2334.57,75.31,90.82,2.93,17-06-2020,19-10-2021,15.77,6,1,13,1,5,2,3,6,244.99,942.29,141.99,326.97,120.99,204.38,352.96,4,12,9,6,342.33,814.74,565.35,612.15,0,21,9,1,0,1400.15,849.43,84.99
4328,susan14@example.com,Nicholas,Gonzalez,Blue-Collar,24,20-29,14,2333.86,166.7,51.86,3.7,20-12-2014,03-10-2021,177.07,22,0,1,0,2,3,5,3,0,144.99,0,296.98,438.93,969.98,482.98,3,2,7,2,220.97,293.94,1752.97,65.98,2,2,6,4,264.99,182.98,1216.92,668.97
4329,njackson@example.com,Ashlee,Parker,Doctor,17,19 & below,18,2333.65,129.65,84.85,4.71,24-07-2019,26-07-2021,40.72,91,2,7,4,1,1,0,3,259.69,948.83,473.97,171.49,68.99,0,410.68,1,2,7,8,50,235.58,1021.73,1026.34,4,3,9,2,502.17,320.48,1251.22,259.78
4337,bushzachary@example.net,William,Mckee,Manager,27,20-29,27,2330.31,86.31,103.81,3.84,30-09-2020,06-10-2021,13.74,19,1,3,5,8,6,3,1,97.75,291.97,421.31,419.16,792.95,201.38,105.79,11,6,1,9,907.09,490.95,93.99,838.28,4,3,8,12,328.56,277.97,513.95,1209.83
4340,jessica73@example.org,Bailey,Barr,Lawyer,40,40-49,18,2329.36,129.41,73.86,4.1,17-04-2020,01-09-2021,27.89,54,3,1,1,2,2,5,4,372.47,180.99,200.99,419.99,249.98,594.97,309.97,5,1,8,4,650.95,104.99,884.95,688.47,2,4,8,4,289.98,599.46,810.94,628.98
4341,holmesdavid@example.org,Jennifer,Davis,Professional,46,40-49,21,2329.12,110.91,100.82,4.8,19-03-2019,19-04-2021,36.29,189,6,6,3,1,3,2,0,648.14,763.97,291.97,122.99,238.07,263.98,0,5,6,7,3,480.45,565.97,1127.23,155.47,0,8,11,2,0,1019.95,1020.99,288.18
4347,sheliaparker@example.net,Jennifer,Newman,Lawyer,40,40-49,21,2327.75,110.85,72.75,3.46,03-06-2018,04-09-2021,56.62,51,3,2,1,1,3,3,8,292.98,282.98,32.99,102.49,479.17,247.39,889.75,6,6,5,4,633.55,705.17,662.96,326.07,0,7,10,4,0,930.04,944.75,452.96
4348,tammycharles@example.org,William,Ellison,Home Maker,26,20-29,9,2327.53,258.61,9.98,1.11,18-05-2021,24-10-2021,17.67,1,2,2,0,0,0,0,5,940.5,774.59,0,0,0,0,612.44,0,1,3,5,0,453.6,923.34,950.59,1,0,3,5,453.6,0,923.34,950.59
4353,johnpayne@example.net,Derek,Arnold,Clerical,46,40-49,20,2324.84,116.24,89.84,4.49,20-11-2018,30-05-2021,46.1,148,1,5,2,3,3,1,5,129.19,458.17,121.98,258.07,532.49,104.99,719.95,5,7,3,5,585.95,730.34,236.98,771.57,2,8,5,5,69.19,1151.94,610.76,492.95
4354,christopherdrake@example.net,Andrew,Bell,Professional,23,20-29,22,2324.04,105.64,83.84,3.81,26-05-2017,23-10-2021,73.23,2,3,1,3,2,3,6,4,374.98,270,230.17,127.99,197.97,780.96,341.97,1,7,6,8,70.99,543.95,805.87,903.23,0,4,11,7,0,271.97,1036.37,1015.7
4362,williamjordan@example.net,Shawn,Spence,Home Maker,49,40-49,14,2318.24,165.59,70.89,5.06,05-05-2020,16-06-2021,29.07,131,0,4,3,5,0,1,1,0,544.47,394.72,988.06,0,205,185.99,3,3,6,2,523.49,483.82,939.94,370.99,1,7,5,1,209,1172.19,761.06,175.99
4366,lanekristin@example.com,Anna,Anderson,Blue-Collar,46,40-49,21,2316.8,110.32,113.8,5.42,08-05-2016,28-04-2021,86.48,180,4,2,3,3,3,2,4,574.96,148.98,231.97,184.98,281.97,220.98,672.96,1,8,9,3,104.99,711.92,1106.92,392.97,1,8,7,5,78.99,1189.92,780.93,266.96
4373,qcarter@example.com,Jenny,Barajas,Home Maker,43,40-49,26,2307.96,88.77,124.76,4.8,23-04-2020,18-06-2021,16.19,129,0,3,4,4,6,6,3,0,196.17,347.16,236.96,314.96,854.14,358.57,6,5,9,6,782.94,425.35,649.12,450.55,4,8,8,6,347.16,1071.72,454.13,434.95
4375,jason51@example.com,Steven,Watts,Student,20,20-29,23,2306.56,100.29,73.86,3.21,18-10-2020,09-10-2021,15.48,16,5,6,2,3,3,3,1,365.76,852.36,149.99,128.99,268.23,210.23,331,4,9,7,3,178.78,823.4,1067.15,237.23,1,10,8,4,125.99,776.01,1203.6,200.96
4384,belllisa@example.com,Angela,Nelson,Student,19,19 & below,20,2301.67,115.08,41.92,2.1,08-02-2014,18-10-2021,140.45,7,7,1,5,1,3,3,0,603.72,408.99,407.98,133.99,383.99,363,0,7,3,5,5,466.98,551.99,451.73,830.97,2,6,4,8,508.99,587.98,351.98,852.72
